time(s),x_pos,y_pos,x_vel,y_vel
0.0,0.0,0.0,744.0,429.0
0.0001,0.07439980473377131,0.042899838357058795,743.9960946788425,428.996767144004
0.0003408302937746248,0.25357547026208715,0.14621431830732584,743.9866895665575,428.9889815170563
0.0008218484978362777,0.6114420935931594,0.35256208778041065,743.9679047847873,428.9734313249134
0.0016079350689224288,1.1962532074019154,0.6897623536122933,743.9372074566949,428.9480198319321
0.002811751366089532,2.091788647274132,1.2061135480833742,743.8901998937963,428.9091065965173
0.004320887061089543,3.2143754370550353,1.8533587830722658,743.8312741754158,428.8603274169568
0.00633242912783212,4.710544345574599,2.715963983840978,743.7527387529829,428.7953151680101
0.008738684563218444,6.500090397497637,3.7476614841948144,743.6588036669436,428.7175549547303
0.01169314150525819,8.697027954879538,5.014148017208099,743.543484187876,428.6220925703782
0.015464190253600353,11.500689184107198,6.6302731093758505,743.3963171683353,428.50026653806407
0.01986814046285116,14.774191171936494,8.51705372293811,743.2244877311739,428.3580247597807
0.024762488911358127,18.411323563763194,10.613200382927412,743.0335709655533,428.19998233879267
0.029954071962450063,22.26831849565834,12.835801089696565,742.8311133923653,428.0323863452718
0.0352860906567227,26.228553651724138,15.117618981723458,742.6232366351727,427.8603043080182
0.041780981083639285,31.050988115111185,17.89584424602358,742.3701021624667,427.6507575729688
0.048745380135067025,36.220204841798555,20.87339257351558,742.0987647372827,427.42614228870445
0.0563172997944469,41.83820053582833,24.108904709245667,741.8038704492483,427.1820264455254
0.06417208750533403,47.66371143292301,27.463334619996264,741.4980834778803,426.9288935522225
0.07220471982235235,53.61863739254868,30.891658127277747,741.185503378713,426.6701372535576
0.08044139370752995,59.72222113085658,34.40490857744985,740.8651200820722,426.40492140579994
0.08900563776054228,66.0657448703853,38.055563969362765,740.5321420915789,426.12927957003865
0.09743265265313428,72.30484024981334,41.64541937083821,740.2046456515494,425.8581754054623
0.10521687953703152,78.06558414631075,44.95942169379558,739.9022583656866,425.60785679893036
0.11308563411536622,83.88649121605592,48.30743026380923,739.5967130538824,425.35492395334137
0.12203193499393616,90.50159259114362,52.11149751924173,739.2494796780442,425.0674813959164
0.13029269965793688,96.60703476665354,55.62178409378647,738.928998830151,424.80218479445415
0.13864241433685465,102.77552919687129,59.16764203641884,738.6052083055024,424.5341484161817
0.14665275911606496,108.69076789046142,62.567277407015354,738.2947114311538,424.2771166276338
0.15445285345665308,114.4483575314022,65.8757031568496,737.9924897153621,424.026935081327
0.1623353298411874,120.26436260784385,69.21708936125606,737.6872017141548,423.7742152395019
0.17069456100450117,126.42950776915663,72.75839622486511,737.3635869960256,423.5063243952682
